,year,sentence
9311,1924,Death Obituary 1 -- No Title
9312,1924,"In laying out production plans for the coming Spring, garment wholesalers here still feel considerable uncertainty as to how they should concentrate the bulk of their production. This state of being more or less ""in the dark"" is due to the questions of manufacture and merchandising which the ensemble costume suit has injected into the Spring situation.   ENSEMBLE SUIT AS A SPRING FACTOR.; Its Continued Popularity One of the Problems for Garment Manufacturers."
9313,1924,Ill Camille Flammarion Very Ill.
9314,1924,Would banish sleep WOULD BANISH SLEEP.; Italian Futurist Declares Real Progressives Should Never Rest.
9315,1924,"Replies to attacks by Comr Coler and Amer Bd of Applied Christianity before removal to hospital; band prepares for ""gandy dance"" before congregation of St Mark's-in-the-Bouwerie ZERO'S BAND PLANS TO VISIT ST. MARK'S; Leader in Hospital, Jobless Men Prepare for 'Gandy Dance' in Bowery."
9316,1924, PRICES IN GERMANY LOWER.; Average Now 8 Per Cent. Below the October Maximum.
9317,1924, Agitation Over Forward Pass Fails to Interest Gil Dobie
9318,1924,Marries Marian T McDermott Manico -- McDermott.
9319,1924,"Death CORNELL PROFESSOR KILLED UNDER AUTO; Frederic R. Coudert's Car, Hit by Taxi, Topples on Dr. Ernest Fluegel. VICTIM CROSSING PARK AV. Dead When Taken From Beneath Machine -- Six Hurt in Another Collision."
9320,1924,"Christmas trade DEPARTMENT STORE HOLIDAY SALES GAIN; All Houses Report Healthy Business, None Less Than That Done Last Year."
9321,1924,Royal Mail S S Sarthe disabled off Scilly Islands Freight Steamer Is Disabled at Sea.
9322,1924, Junior Guild Gives Charity Dance.
9323,1924,"21 raids by order of R Q Merrick, Chief Enforcement Agent; statement by Merrick; message from W B Wheeler of Anti-Saloon League; candidacy of E E Gnichtel for Collector of Internal Revenue approved by Dr M S Poulson of Anti-Saloon League MORE JERSEY RAIDS BY MERRICK'S MEN; Dry Chief Here Calls the Task ""Nearly Impossible,"" but His Agents Visit 22 Places."
9324,1924,Death ARTIST'S BODY IN MORGUE.; Autopsy Shows Carl Lotave Died by Gas -- Editor Arranges Burial.
9325,1924, Front Page 1 -- No Title
9326,1924,Hunters annoyed by autos following chase MOTORISTS ANNOY HUNTERS IN ENGLAND; Hundreds of Autos Following the Chase Threaten to Spoil Sport -- Parking Plan Suggested.
9327,1924,Concerts MUSIC; Mr. Goerschman and Miss Hess.
9328,1924,Ed on Congress and court CONGRESS AND COURT.
9329,1924,"Athletic officials from all sections of the country, directors of athletics, coaches in all branches of college sport, physical educators, Y.M.C.A. men, industrial organizers, leaders in scout work, will make New York their Mecca for the next two days. From Maine to Florida, from Washington to California, from the Great Lakes to the Gulf, representatives have arrived for a two-day session, which will be devoted exclusively to athletics and physical education.   ATHLETIC NOTABLES GATHER HERE TODAY; N.C.A.A. and Football Coaches' Association Will Hold Meetings at Astor. TO DISCUSS GRIDIRON RULES Collegiate Body Will Consider the Present Regulations at Main Session Tomorrow."
9330,1924,"P J McCoy to join Joyce in private law firm $2,326 MORE COMES FOR THE NEEDIEST; Total of Fund Now $228,531, Exceeding That of a Year Ago by $50,848."
9331,1924,"Refuses applicacation by E H Killer for dry law review, in N Y S REFUSES DRY LAW REVIEW.; Court Rejects Plea for Hearing on New York's Ratification."
9332,1924,Dr I R Van Sant enters his boat Doc's II U.S. CRAFT TO RACE FOR BELGIAN CUP; Van Sant Enters His Speed Boat Doc's II. for Trophy Offered by King Albert.
9333,1924,"Tex Rickard will be matchmaker next season RICKARD TO PROMOTE BOXING IN STADIUM; Will Succeed Johnston as Matchmaker, According to Present Plans With Yankee Officials."
9334,1924,"Review of N J O'Connor's book, Changing Ireland Changing Literature of the Irish Free State; CHANGING IRELAND: Studies in the Literary Background of the Irish Free State. By Norreys Jophson O'Conor. 259 pp. Cambridge: Harrard university Press. $2.30."
9335,1924,10 indicted on charges of concealing assets of Eistenstein & Co TEN INDICTED FOR FRAUD.; Charged With Concealing Assets of Eisenstein & Co.
9336,1924,"Give $72,000 as memorial to children to Presb Hosp Bldg Fnd $72,000 GIFT MADE TO HOSPITAL FUND; Mr. and Mrs. M.S. Burrill Establish Memorial to Children in Presbyterian Building."
9337,1924,"Dr R C Green reports on discovery of ""ultra microbes"" that kill disease germs Ultra Microbes That Kill Disease Germs Are Reported Found by Minnesota Professor"
9338,1924,"Sp art on plan to preserve home, Lawn Bank KEATS' HOME IS PRESERVED"
9339,1924,"Sp art by H A Gibbons on issues that confront the world in 1925 THREE GREAT ISSUES CONFRONT WORLD IN 1925; Economic Rehabilitation of Europe, Reduction of Armaments, Readjustment of Relations Between White Man's World and Asia and Africa Stand Out -- The Importance of America's Attitude"
9340,1924, Live Stock Market at Chicago.
9341,1924,"Sp art by Selene A Harmon on new ones at Wash, D C NEW DIPLOMATS JOIN WASHINGTON CORPS; August Body of Foreign Envoys Has Many Recruits of All Grades"
9342,1924,Sen Hale seeks modification of British embargo in behalf of Me potato growers POTATO GROWERS APPEAL TO CAPITAL; ant Washington to Seek Modification of the British Embargo.
9343,1924, Article 3 -- No Title
9344,1924,"Engaged to Barbara S Register BARBARA REGISTER TO WED.; Member of Vincent Club, Boston, Betrothed to Harvard Senior."
9345,1924,"Reviews T Burke's book, Wind and the Rain Mr. Thomas Burke of Limehouse; And the Glow of High Romance He Casts Over the Mean Streets of His Youth"
9346,1924, Wants Higher Goal Posts.
9347,1924,Ed LABOR'S HOUSING PLANS.
9348,1924,"DOVER, Dec. 27. -- Charters filed today:   Delaware Charters."
9349,1924,"Goes to Eur to get speakers for next Inst of Politics 1,800 ARE SAILING ON LINERS TODAY; Ten Steamships to Sail for Europe, South and Central America and West Indies. DR. GARFIELD A PASSENGER President of Williams Going to England to Get Speakers for Institute of Politics."
9350,1924,"Continental Co acquires Taggart Baking Co of Indianapolis POUND NOW HIGHEST IN NEARLY SIX YEARS; Advances to $4.72 3/8, Only 14 1/2 Cents Below Parity -- Gain 1 5/8 Since Wednesday."
9351,1924,Underwood Colliery employes vote to resume work STRIKING MINERS VOTE TO RESUME; Men of Underwood Colliery in Pennsylvania End Walkout by Vote of 828 to 8.
9352,1924,Death Obituary 1 -- No Title
9353,1924, A SUGGESTION TO VIRGINIA.
9354,1924,Vs Cooper Union CRESCENT FIVE WINS NINTH STRAIGHT GAME; Leads by 26 to 8 at Half Time and Defeats Cooper Union by 38 to 15.
9355,1924,Initiated into Elmira Lodge of Elks Elmira Elks Initiate Lowman.
9356,1924,Lr on universe A Defense of Newton.
9357,1924,"Art on role in World War, in Current History for Jan LANSING REFUTES EX-KAISER WILHELM; Denounces Him for Reflections on Wilson in January Current History Magazine."
9358,1924,"Discussing the movement of sterling toward a parity with gold, the Midland Bank of London, in its December financial bulletin, remarks that this rise, ""coming at a time when seasonal influences might have been expected to produce a tendency toward depression, has once more revived discussion as to the imminence of a return to gold.   IF GOLD PAYMENTS SHOULD BE RESUMED; London Points Out Some Difficulties Which England Would Have to Meet."
9359,1924,Ed TOPICS OF THE TIMES.
9360,1924,"Red proclamation posted inside Lille garrison walls, Communist tracts found in 2 soldiers' clothes-bags RED TRACTS IN ARMY KITS.; Communist Proclamation Is Posted Inside Lille Garrison Walls."
9361,1924,"Temperature 11 degrees, lowest of Winter Cold Wave to Reach New York Tomorrow; Temperature Yesterday 11, Lowest of Winter"
9362,1924,"Proposed increase affects all issues ERIE RAILROAD STOCK.; Proposed Increase Affects All Three Issues, Not Common Alone."
9363,1924,Ghost of suffocated bride said to haunt it Suffocated Bride of Lord Lovel Reported As Haunting Ruins of English Castle
9364,1924, Young Tops Giants With .355; Frisch Is Second With .3284
9365,1924,Republic Iron and Steel Co will reopen blast furnace at Youngstown Wheat Hits $2 Mark in Oregon.
9366,1924, IDENTIFY DEAD WOMAN AS GEN. GRANT'S KIN; Body Found in Court of Hospital Where She Had Been Closely Guarded.
9367,1924,"Barres, M, War at the Age of Twenty AGED KIN, DESTITUTE, ASKS FLAGLER AID; Mrs. Emma Cox, 80, a Cousin, Seeks Share in Surplus of Insane Woman's Estate."
9368,1924,Vs King McTIGUE WINS IN FOURTH.; Knocks Out King in Scheduled 10-Round Bout at Atlanta.
9369,1924,"Ostenso, M, A Far Land Minstrels Celebrating the Dawn of a New Year; POEMS. By Charlton Miner Lewis. 97 pp. New Haven: Yale University Press. $1.50."
9370,1924,British shipping cos ask board costs from emigrants waiting over year in England for new visas for U S ASK PAY FROM EMIGRANTS.; British Shipping Companies Demand Board Costs From Detained Russians
9371,1924,Story of his burglar Mark Twain's Burglar; Now a Devoted Reader of Man He Robbed
9372,1924,"TO celebrate its fiftieth anniversary the Paris Grand Opera is giving a series of revivals, among them was the ballet ""Giselle,"" by Adolphe Adam, which was first produced in 1841, with Carlotta Grisi as the danseuse. It was seen in November with Mlle. Spessivitzeva in the principal role.   Musical Events in France"
9373,1924,Marries Ethel Lichtenstein DR. B.N. BERG MARRIES.; Instructor at Columbia Weds Miss Ethel Lichtenstein.
9374,1924, COASTERS 'RIDE' TROLLEYS.; Tobogganists in Albany Tie on Behind One-Man Cars.
9375,1924, OHIO STATE BOOKS TIGERS.; Basketball Game One of Four Intersectional Athletic Competitions.
9376,1924, COOLIDGE FOR RENT LAW.; Would Invoke Federal Police Power for District of Columbia Control.
9377,1924, Article 5 -- No Title
9378,1924," PRICE AVERAGE RISES AGAIN.; Steady Advance in American ""Index Number"" During December."
9379,1924," STANFORD ELEVEN IS READY; Squad, in Excellent Shape, Leaves Palo Alto for Pasadena."
9380,1924,Ed RELIGION AND ATHLETICS.
9381,1924,"Book, The Faith of a Liberal, reviewed Dr. Butler Expounds His Political Faith; He Recognizes No Reactionary Save the So-Called Radical"
9382,1924,"The event of the day in cotton circles was heavy deliveries on January contracts in both the local and New Orleans markets. Here, owners of the local stock turned over more than 50 per cent. of the 185,000 bales certificated stock, with estimates running as high as 110,000 bales.   COTTON PRICES UP DESPITE DELIVERIES; Covering of Short Lines, Estimated at 20,000 Bales, Stiffens Both Markets. BIG DEMAND FOR JANUARY Rise in May Wheat Quotations to Year's Highest Levels Attracts Western Buying of Cotton."
9383,1924,Example of bad methods Our Town an Its Folk; Whimsical Bits of Life in the Metropolis
9384,1924, Security for German Claims.
9385,1924," Wool Market Inactive, Prices Firm."
9386,1924,"Opposition and neutral papers denounce action against Eclair; statements by E Bure, ed of Eclair, and Count E de Naleche, Pres of Syndicate of Parisian Press; Herriots reply HERRIOT'S ATTEMPT TO IMPRISON EDITOR RAISES PARIS STORM; Opposition and Neutral Papers Denounce Premier for Criminal Action Against Eclair."
9387,1924,"Blamed in German press, on issue of Allied decision not to evacuate Cologne GERMANS RESENT ALLIED DECISION; Refusal to Quit Cologne Because of Arms Discoveries Enrages All Parties."
9388,1924,"Sp art on work BLIND LEARN NEW TRADES AND BECOME WAGE EARNERS; Jewish Guild Teaches Them to Make Commercial Success With Wig Making, Weaving and Designing -- A Growing Institution."
9389,1924,"Sheffield, G St J, estate will go to Yale Univ SHEFFIELD ESTATE WILL GO TO YALE; Three Funds Provided For in the Will of 'the Father of Rowing.'"
9390,1924,"Lady, Be Good; Wolves; S S Glencairn; Old English THE PROMPT BOOK; The Astaires and Mathematics and Music -- Notable Bill at Yiddish Art Theatre -- Old English"
9391,1924,"WASHINGTON, Dec. 27. -- Increases of $6,000,000 in loans and investments, of $95,000,000 in Government deposits and of $23,000,000 in accommodation at the Federal Reserve banks, together with a decline of $54,000,000 in net demand and time deposits, are shown in the Federal Reserve Board's weekly consolidated statement of condition on Dec. 17 of 739 member banks in leading cities.   Loans, Federal Deposits and Borrowings Larger in Member Bank Report as of Dec. 17"
9392,1924,Bernaise Restaurant raided; 8 arrests FIND NEW WITNESS IN BOOTLEG INQUIRY; Important Testimony Expected on Seized Truck Which Later Was Found Empty.
9393,1924,"Disabled, breaks adrift under tow by Coast Guard patrol boat with 2 men on board 2 MISSING IN BOAT TORN OFF TOW ROPE; Companions Fear That Craft Sank and They Were Drowned in the Night."
9394,1924, Londonderry in Launches.
9395,1924,"Ask receivership of property of Mrs McK B Hopkins PINKERTONS SEEK WOMAN'S PROPERTY; Ask Receivership for Mrs. McKie Bennett Hopkins of Mobile in Suit for $10,945."
9396,1924,Lr on problems of inventor PROBLEMS OF THE INVENTOR
9397,1924,"Problems discussed by S D Warfield RATEMAKING PLAN, NOW LAW IS UPHELD; Head of Association of Railroad Security Owners Opposes Change in Transportation Act."
9398,1924,"Patent suit against E H Rollinson, trading as Mohawk Electrical Mfg Co, and Forest Electric Co, to prevent further alleged infringement of patents for electrical goods ELECTRICAL PATENT SUITS.; Two Newark Companies Defendants in Infringement Proceedings."
9399,1924,"Alumni assn organized DEMOCRATIC RETURN FORECAST IN SURVEY; Senator Swanson Declares 235 Electoral Votes ""Antagonistic"" to Coolidge."
9400,1924,Plans for centenary celebration NEW YEAR SERMONS IN CHURCHES TODAY; Carols and Christmas Music Will Be Repeated at Some Services.
9401,1924,"Death 60,000 AT ST. PETER'S ENTER THE HOLY DOOR; Christmas Throngs Kiss Posts and Then Make Way for Those Behind."
9402,1924,The exportation from Mexico of garbanzos harvested during 1925 is prohibited until Sept. 1 of that year by an executive order.   Notes on Trade and Industry Abroad
9403,1924,THE trimmings of holly and Christmas green will hardly have been taken down before the Southern exodus will begin. The restless people of the world of fashion who are ever on tiptoes for a change of play are already planning a holiday under the stars of snowy hills or by the surf of Southern seas.   MODES AT PALM BEACH; Paris Creators Send Their Best Offerings for the American Riviera Season.
9404,1924,Marries Mary C Cahill i SUSTICE CAFFREY WEDS MISS CAHILL; Mncipa! Court Jurist Takes Bride in Forest Hills -- Other Murriages.
9405,1924,"Johnston withdraws candidacy; names E E Gnichtel in his place for Internal Revenue collector at Newark JERSEY DRYS BALK EDGE APPOINTMENT TO REVENUE OFFICE; G.H. Johnston, Recommended for Collector at Newark, Withdraws. NAMES ANTI-SALOON LEAGUE Organization Protested to President Against So-Called ""Wet Sheriff"" of Union County. ATTORNEY GENERAL HERE Mr. Stone Spent Christmas in This City, but Did Not Confer on Weehawken Disclosures. JERSEY DRYS BALK EDGE APPOINTMENT"
9406,1924,"Review of Brig Gen Morgan's book, John, Viscount Morley Viscount Morley as the Perfect Conversationalist; His Talk Was Not Too Suave, Too Dogmatic. Nor Too Erudite, Yet It Was Never Empty"
9407,1924,Gemier sails for France Firmin Gemier Sails for France.
9408,1924,"Statement on Antwerp GERMAN SINGERS COMPLAIN OF RADIO; Unjust Taxation and an Indifferent Public Threaten Future, They Say."
9409,1924,Denies reports of representations to Allies on matter of evacuation of Cologne NO MOVE MADE BY HUGHES.; State Department Denies Reports of Representations to Allies.
9410,1924,Fails to sign for return bout with Delaney BERLENBACH FAILS TO SIGN FOR FIGHT; Declines to Meet Jack Delaney in Return Battle at Garden on Jan. 9.
9411,1924,"Dept of Commerce statistics show they have largest average number of children COAL MINERS REAR THE LARGEST FAMILIES; Classes Having Smallest Average Number of Children Are Actors, Doctors and Architects."
9412,1924, Front Page 2 -- No Title
9413,1924, COLLINS AFTER PLAYERS.; White Sox Manager Wants Shortstop and Two Pitchers.
9414,1924,"ROME, Dec. 26 (Associated Press). -- Events in Albania are being followed closely by the Italian Foreign Ministry, but there is no anxiety. Italy, as well as Yugoslavia, it is explained, is watching with the hope that Ahmed Zogu will establish a strong Government capable of insuring tranquillity to Albania.   Ministers Flee With Funds."
9415,1924," SEE A BETTER YEAR FOR THE RAILROADS; Executives Look for a New High-Water Mark in Traffic, With 1924 as a Background."
9416,1924,Plans for convention SCIENTISTS MEET TODAY.; Association Will Broadcast Several Addresses From Washington.
9417,1924,Lr on Fascista newspapers Fascist Newspapers.
9418,1924, Dinner to Miss Hennessy and Fiance
9419,1924, Front Page 3 -- No Title
9420,1924,Plans to race Nurmi and then retire to take up missionary work Buker to Race Nurmi and Then Retire To Take Up Missionary Work in Bolivia
9421,1924,Mrs M Schuyler hurt; Mrs C C Martin killed MRS. ALICE MARTIN KILLED.; Daughter of F.H. Potter in Auto Accident in Central America.
9422,1924,"Barbato, M NEW VETERANS' HOSPITALS.; Five Will Be Constructed, Another Completed and One Bought."
9423,1924,Sails to establish observatory in S Africa Christmas Quiet in Morocco.
9424,1924, BENEFITS; Dances for Boys' Club -- Reception for Hospital
9425,1924,"With uncertainties surrounding the disposition of January notices out of the way, the cotton market developed a degree of activity not witnessed in some time. Various speculative interests here and in the West evidently decided that when compared with the existing level of grain and stocks cotton had been neglected.   BUYING IS RESUMED IN COTTON MARKET; Speculative Interests Take Hold Again and Prices Move Up 51 to 58 Points."
9426,1924," BETHLEHEM BLANKS NEWARK ELEVEN, 5-0; Steelworker Forwards Work in Excellent Harmony in American Soccer Game."
9427,1924," MARKED EXPANSION IN 'CURRENCY NOTES' ISSUE; British Paper Money Increased 12,573,000 in Fortnight -- Addition Made to Reserve."
9428,1924, COAST BOXING BODY MEETS.; Issues Blanket Permits for Bouts Until Licenses Can Be Granted.
9429,1924,"His prize for story or play making best motion picture of year awarded to R Sabatini for Scaramouche The $10,000 Story Prize"
9430,1924,"Plans for annual practice cruise 12,060-MILE CRUISE ASSURED THE MIDDIES; They Will Leave on June 6 for Ninety-one Days' Practice in American Waters."
9431,1924,"Lr on U S Supreme Court It Is Too Much Overworked Now, It Is Said, to Give Advise to Congress."
9432,1924,PERHAPS the most significant phase of the recent extensive holiday purchasing throughout the country was the insight it gave into the buying power or capacity of the great bulk of the population. Not only did the sum total of sales loom large but it was noticeable that so many of them were of quality goods.   The Merchant's Point of View
9433,1924,"O M Sayler tells of success; M Gest gives out statement from C Stanislavsky GEST AGENT TELLS OF MOSCOW ART THEATRE; Sayler, Back From Europe, Reports Stanislavsky's Troupe at Height of Its Efficiency."
9434,1924,German Arms SCOUTS ALLIED ARMS REPORT.; Gessler Takes Up Charges and Insists They Are a Mere Pretext.
9435,1924,"Death; career; por WM. ARCHER, CRITIC AND AUTHOR, DIES; Noted Writer on the Drama and Essayist Succumbs in London at 68 Years."
9436,1924,Ed Foreign Exchange.
9437,1924,"Accused of being responsible for acts of violence in memorandum said to have been written by C Rossi MUSSOLINI ACCUSED IN ROSSI'S PAPERS; Alleged Memorandum by Former Aid, Held for Matteotti Murder, Is Published in Rome."
9438,1924,"Batting Averages, Natl and Amer Leagues Hornsby Sets Record of .4235 In Winning Batting Title Again; Also Makes National League Mark by Taking Laurels for Fifth Successive Year -- Zack Wheat Second With .375, Official Averages Show."
9439,1924, STORMS CUT RAIL LOADINGS; But Business in West Compares Favorably With That of Year Ago.
9440,1924,Lr on water power development in South WATER POWER IN THE SOUTH.
9441,1924,"There was only a nominal interest shown in the European exchanges as a result of the continuation in London and other foreign centres of the Christmas holiday yesterday. The market, however, was generally steady, the main body of rates being moderately up from Wednesday's finals.   FOREIGN EXCHANGE; Holiday Abroad Brings Small Business and Unimportant Changes in Rates."
9442,1924,"Goldstine, M, jeweler TIED AND ROBBED OF $6,000 DIAMONDS; Two Armed Men Bind and Gag Jeweler in His Canal Street Office."
9443,1924,Mrs Ensminger denies poison plot POISON PLOT DENIED BY MRS. ENSMINGER; Woman Accused of Attempting Life of Husband's Child Tells of Romance.
9444,1924,"Craig ill, meeting postponed GOVERNMENT TO CALL MINING STATE PARLEY; Federal Bureau Will Recommend Safety Legislation to Be Submitted to Legislatures."
9445,1924,"Hold-up; J Juliano arrested ROB 60 OF $10,000 IN CLUB DICE GAME; Five Men Hold Up Ivy Leaf Players at Phillipsburg, N.J., and Flee in Fast Auto. CAR CRASHES; ONE CAUGHT' State Troopers Find Him in Wreckage -- Three of the Others Suspected of Coyle Murder."
9446,1924, Front Page 2 -- No Title
9447,1924,Directorate will be formed as provisional govt to act on refusal of Allies to evacuate Cologne Directorate to Answer Allies.
9448,1924,5 deaths CHICAGO SUFFERS COLDEST DAY IN YEARS; Five Deaths and 300 Fires Are Incidents in the 13 Below Zero Temperature.
9449,1924,"Reviews of some German books America a Factor of Great Importance to Germany; Books on the Economics, Politics and Temperament of the New World"
9450,1924,Lt J P Van Zandt reports to U S War Dept on air service AIR TRADE GROWS ABROAD.; Lieut. Van ZaZndt Reports Results of Tour of Investigation.
9451,1924,"Vs Reed BERLENBACH STOPS ESTRIDGE IN SECOND; 13,000 See Astoria Light-Heavyweight Knock Out Harlem Negro in Garden. VICTIM OUT ON HIS FEET Floored by Left to Jaw, Is Helpless on Ropes When Referee Halts Bout -- Delaney Wins."
9452,1924,"BERLIN, Dec. 27 (Associated Press). -- The German newspapers are commenting extensively on the trip King Boris of Bulgaria will make early next year to the Balkan and West European capitals in search of a bride. There is much speculation among them as to the probable alliance Boris will seek.   COMMENT ON QUEST OF BORIS FOR QUEEN; German Newspapers Speculate on Alliance Bulgarian King May Seek With Bride."
9453,1924,Rev G C Morgan will occupy pulpit for 3 mos DR. CAMPBELL MORGAN OPENS SERVICE FRIDAY; Pastor to Occupy Fifth Avenue Presbyterian Pulpit for Three Months.
9454,1924, BRYAN ASKS TO JOIN PRO-EVOLUTION BODY; Says He Wants to Keep in Touch With Theory Through Science Advancement Association.
9455,1924,"According to the hotel and restaurant men, New York will have next Wednesday night the gayest and most extensive celebration of New Year's Eve in many years.   HOTEL MEN PREDICT GAY NEW YEAR'S EVE; Reservations for Supper Parties Promise to Set Record for New York."
9456,1924,Nassau Trapshooting Club Cauchois Has Good Day.; OGDEN IS HIGH GUN IN N.Y.A.C. SHOOT
9457,1924,Races REAP IN TRIUMPH AT ORIENTAL PARK; Sets Fast Pace and Beats Off Challenge by Malt in Sixth Race at Havana.
9458,1924,"Lalou, R, Contemporary French Literature French Letters Since 1870; Lalou's Path Through Realists, Parnassians and Symbolists"
9459,1924,Turnover STOCKS GO HIGHER IN RUSH OF BUYING; Fifty-seven New Price Records Are Made and All Averages Advance.
9460,1924,Will leave hospital today; plans to marry and go abroad Goullet Quits Hospital Today; Will Marry and Go to Europe
9461,1924,Mayor calls meeting of Bklyn members of Bd of Aldermen to elect successor to Borough Pres Riegelmann; candidates BARS AMERICAN POTATOES.; Britain Fears Colorado Beetle Prevalent in This Country.
9462,1924,N Y S counsel will attack report of Special Master Graham declaring dollar gas law confiscatory HEARING TOMORROW IN 'DOLLAR GAS' CASE; State to Attack Master's Report That Finds Rate Law Confiscatory.
9463,1924,"HAVANA, Dec. 26. -- Today's program at Oriental Park was made up of a series of claiming races in which large, well-matched fields faced the starter. Interesting contests developed. The finishes in the majority of them found the winners under hard drives. Warm, Summer-like weather made the outdoor sport enjoyable.   COLOSSUS TRIUMPHS IN HAVANA FEATURE; Catches Tiring John Scott Jr. in Final Furlong to Take Race by a Length."
9464,1924,Predicts Turko-French alliance; denies rumor of one with Greece and Rumania VIENNA SYMPOSIUM GIVES WORLD VIEWS; Senator Borah Urges Economic Parley and Court -- Col. House Stresses Austrian Culture.
9465,1924,"Gets $500,000 from Eastman for bldg addition EASTMAN GIVES $500,000.; Finances Building for Rochester Chamber of Commerce."
9466,1924, L.R. STEEL PLANS DRAWN.; Board May Save Something for the Holders of the Old Stock.
9467,1924,"GERTRUDE LAWRENCE is convalescing from the illness that lately seized her in Toronto, but she has been compelled to abandon any idea of rejoining ""The Charlot Revue"" on tour. Miss Lawrence, in another two weeks or so, will sail for London, where she and Beatrice Lillie will reappear in the Spring in a new revue.   GOSSIP OF THE RIALTO; Gertrude Lawrence Sailing Home -- As the Guild Grows Bigger -- ""The Buccaneer"" Delayed -- Many Coming Plays"
9468,1924,U S officers will train native police to take place of U S Marines guarding legation at Managua AMERICANS TO TRAIN NICARAGUAN POLICE; Native Constabulary Will Replace the United States Marine Guard at Managua.
9469,1924,"Report on Army experiments with mental tests ARMY EXPERIMENTS WITH MENTAL TESTS; Dr. C.C. Brigham, Princeton Psychologist, Suggests Choosing Officers Thus in Wartime."
9470,1924,"CHICAGO, Dec. 26. -- Besides crossing to above $1.80 for the first time, the wheat market today shattered all high price records this year. New buying was based largely on an estimate that the exportable wheat surplus looked for in Argentina would amount to only 112,000,000 bushels.   MAY WHEAT PASSES $1.81 IN CHICAGO PIT; No. 2 Red Winter Brings $1.91 -Old No. 2 Yellow Corn Touches $1.32 and Rye $1.51. WINNIPEG ABOVE CHICAGO 3,000,000 Bushels of Wheat Change Hands in the Last Half Hour of Trading."
9471,1924,Ed CAN MEN LEARN?
9472,1924,"Investigation AWAIT POISON TESTS IN M'CLINTOCK CASE; Investigators Decide on Another Conference With Judge Olson Before Next Move. SHEPHERD ACCUSES A MAN Others Dupes of Person Who Hopes to Invalidate Will, Asserts Attorney."
9473,1924,"Dead put at 120, injured at 200 120 Dead in Otaru Blast."
9474,1924,"Gen Feng's officer executes revolting brigade at Kalgan 1,065 CHINESE SOLDIERS EXECUTED AT KALGAN; Men Who Looted City Are Shot on Bridge, Falling Thirty Feet to the Ice."
9475,1924,"Uncle Sam, hunter and trapper UNCLE SAM, HUNTER AND TRAPPER."
9476,1924,Divorce suit WIFE BLAMES RICH SET IN SCOTT DIVORCE CASE; Charges That Capital Associates Gave Michigan Representative a 'Grandiose Complex.'
9477,1924,"Report that Ford Motor Co is negotiating with Harriman interests for purchase of Merchants' Shipbldg Co at Chester, Pa FORD MAY BUY SHIP PLANT.; Negotiations for Harriman Property at Chester, Pa., Are Reported."
9478,1924,Recovering ROBINSON GETTING WELL.; Brooklyn Manager Continues to Improve Following Operation.
9479,1924,"BEACH clothes are always attractive, and this season are more than ordinarily smart. The skirts are most often pleated and the sweaters picturesque, being woven in the showy zigzag blocks of stripes that are now so fashionable for sports wear. They are of light-weight wools, or heavy silk floss crocheted, and are worn under the jacket that matches the skirt, or one of the new top coats.   FOR BEACH AND BALLROOM; Beautiful Silk Materials in Many New Varieties Are Used in the Latest Costumes."
9480,1924,"Says Chancellor Lindley of Kan Univ plays personal game; latter calls him arbitrary KANSAS COURT HALTS OUSTING OF LINDLEY; University Chancellor Obtains Injunction to Prevent Interference With His Duties. CALLS GOVERNOR ARBITRARY The Latter Accuses Lindley of Playing ""a Narrow, Selfish Personal Game."""
9481,1924,"F Rowley, oysterman, drifts all night in open boat, rescued MAN DRIFTS ALL NIGHT IN GALE IN OPEN BOAT; Lost on Delaware Bay, He Fights to Keep Ice From Swamping Skiff -- Saved at Dawn."
9482,1924," DENVER MINTS $62,677,900.; Output for 1924 Does Not Include a Single Silver Dollar."
9483,1924,"Rev D O Osterheld accepts post as general counsel ZERO'S GANDY DANCE' IN CHURCH THWARTED; A Diplomatic Police Captain Stops Shovel Brigade in Front of the ""Tub."""
9484,1924, CONDITIONS GOOD IN WOMEN'S WEAR LINE; Promise Is Apparent of a Continuance of Good Business in Different Garments.
9485,1924,"Survey by U S Commerce Dept shows no change between 1924 and 1923 LIVING COST STAYS AT 1923 FIGURE; Federal Survey Shows No Change at 165, as Compared With the 1914 Level."
9486,1924,Natl Juniors and Boys Championships APPEAL AND ORSER TRIUMPH EASILY; Champion and Rival Reach Third Round in National Junior Indoor Title Tennis. McAULIFF TAKES MATCH Seeded Player in Boys' Division Advances Despite the Handicap of a Fractured Wrist.
9487,1924, Birth Notice 1 -- No Title
9488,1924,Quick cold-weather starting by electric primer ACTIVITY IN THE MOTOR TRADE
9489,1924,"LONDON, Monday, Dec. 29. -- The decision of the Ambassadors' Conference to postpone evacuation of Cologne is the subject of varied comment by the London newspapers this morning.   BRITISH DIFFER ON COLOGNE.; Some Papers Regret Postponement of Evacuation -- Others Approve."
9490,1924,Sen Sterling drafts bill to punish selling of influence in connection with proposed legislation PLANS LAW TO PUNISH SELLING OF INFLUENCE; Senator Sterling Drafting Measure to Cover Charges Against Government Employes.
9491,1924,"Ed, Jusserand and the debts JUSSERAND AND THE DEBTS."
9492,1924, Virginia Flood Death Toll 14.
9493,1924,Lord Leverhulme will let unknown painters exhibit there GROSVENOR HOUSE FOR ART; Lord Leverhulme Will Let Unknown Painters Exhibit There.
9494,1924, Australia Wins Cricket Match From Invading English Team
